Suit of Card 1,Suit of Card 2,Suit of Card 3,Suit of Card 4,Suit of Card 5,Rank of Card 1,Rank of Card 2,Rank of Card 3,Rank of Card 4,Rank of Card 5,Poker Hand,Unique Ranks,Unique Suits,Hand Strength,Max Rank Frequency,Fold,Check,Call,Raise,All-In
1,0,1,1,0,8,6,2,6,2,2,3,3,2,2,0.2284822684521997,0.5205177399495174,0.0749697286212022,0.139689827522939,0.0363404354541416
0,0,0,0,0,5,2,12,9,2,1,4,3,5,2,0.0558850428163207,0.0878123213520248,0.3478612006719855,0.3818096156590906,0.1266318195005781
0,0,0,0,0,8,12,6,6,9,1,4,2,5,2,0.0592236179862348,0.0992420764209154,0.3418499125135502,0.3922173787332856,0.1074670143460139
0,1,0,0,1,9,13,10,3,9,1,4,3,1,2,0.218824857240736,0.5763389708794343,0.0529779774894004,0.1164509721227541,0.035407222267675
0,0,0,0,0,12,2,7,7,13,1,4,3,5,2,0.061090407993486,0.1400408152802522,0.3103275807995588,0.4117589062573485,0.0767822896693542
0,0,0,0,0,3,11,7,7,2,1,4,3,5,2,0.050091173500548,0.144220234177889,0.2642034947275741,0.4099009429380381,0.1315841546559506
0,0,1,0,1,13,4,12,9,5,0,5,2,0,1,0.1717985412660235,0.5969786140939989,0.0441901547379462,0.1513287183250096,0.0357039715770216
0,0,0,1,1,12,6,2,6,11,1,4,2,1,2,0.1722489472687363,0.6421085864728086,0.0708769932949162,0.1054290141000596,0.0093364588634791
0,0,1,0,0,11,2,4,13,13,1,4,3,1,2,0.1656748819819489,0.6061342987377125,0.0591637552865981,0.1368468561513622,0.0321802078423781
0,1,1,0,0,12,13,5,5,12,3,3,4,2,2,0.2318687343514863,0.5951679883295519,0.043315832373975,0.1018156107283979,0.0278318342165886
1,0,0,0,1,5,2,13,3,10,0,5,3,0,1,0.1984571151625044,0.6310675964105605,0.0474014646155694,0.0959589412048048,0.0271148826065608
0,0,1,0,0,9,8,7,6,2,4,5,3,0,1,0.1635567199818434,0.6410564559948486,0.0747915119734843,0.0854463623928675,0.0351489496569559
0,1,0,1,1,6,5,13,7,13,1,4,2,1,2,0.1937846785439202,0.5838727940754012,0.0641799148614002,0.1302142209474027,0.0279483915718754
0,1,0,1,0,13,11,9,3,10,0,5,4,0,1,0.1849074655801871,0.6487050766095778,0.0561328609465727,0.1003269941040414,0.0099276027596209
0,0,0,0,0,7,8,2,3,8,1,4,3,5,2,0.0685000316326847,0.1253505462473343,0.2938639154273221,0.3854268424153864,0.1268586642772723
0,1,1,0,1,11,5,2,10,9,0,5,3,0,1,0.1858979564146564,0.6056700969708333,0.0550040673149763,0.1202305155844665,0.0331973637150673
0,0,1,0,0,12,9,2,10,9,1,4,3,1,2,0.2189520763366594,0.5737363949049361,0.0556938267605563,0.115632427893082,0.0359852741047658
0,0,0,0,0,12,3,9,13,13,1,4,3,5,2,0.0670917837889526,0.137703731182775,0.2345267514691026,0.3888504279230736,0.1718273056360961
0,0,0,0,1,7,4,10,12,7,1,4,3,1,2,0.1809325397640811,0.6053740136061665,0.0824474781922424,0.0996404647699005,0.0316055036676093
1,1,1,0,0,8,9,9,10,12,1,4,2,1,2,0.2186536244924027,0.5642511740107102,0.0730424467524185,0.1282379432374195,0.0158148115070489
0,0,1,1,0,8,8,3,11,9,1,4,3,1,2,0.2332822386011248,0.5835607096677738,0.0570877026818038,0.1125373926933117,0.0135319563559857
0,0,0,1,0,4,7,10,3,9,4,5,4,0,1,0.221803359077382,0.571468145444096,0.0521740270077885,0.1251894781604798,0.0293649903102536
0,0,0,0,0,5,10,4,13,2,0,5,2,5,1,0.0724890444846825,0.1499890395942051,0.2901799604923115,0.3272393504677001,0.1601026049611007
0,0,0,0,0,8,2,3,7,13,0,5,3,5,1,0.0806452813174985,0.1394347518791081,0.3206192429993561,0.3632469780434907,0.0960537457605464
0,0,0,0,0,7,6,11,5,12,0,5,2,5,1,0.0761547333317691,0.1346676386268915,0.3204556208469348,0.3590705434032094,0.1096514637911951
1,1,0,0,0,6,11,10,9,12,0,5,3,0,1,0.2120761720073743,0.5576522748709082,0.0586268277153483,0.1491171638079324,0.0225275615984366
0,0,1,0,0,2,5,12,11,4,4,5,3,0,1,0.2184897354639205,0.5577765726671451,0.0490534225056824,0.1570236318229728,0.0176566375402791
0,0,0,0,0,10,6,5,7,2,4,5,2,5,1,0.0534699344742062,0.1341017082288876,0.2640251644039311,0.3818531443100978,0.1665500485828772
1,0,1,0,1,2,4,12,2,4,2,3,3,2,2,0.1970568598698065,0.5929736782550842,0.0585937621109298,0.1316392635998192,0.0197364361643601
1,0,0,0,0,4,4,5,3,13,1,4,4,1,2,0.1598240975207452,0.6091432260818302,0.0721139045894739,0.1427731406950383,0.0161456311129122
1,0,1,0,0,2,4,8,13,4,1,4,3,1,2,0.1857603921138605,0.5710535225029904,0.0769247353624888,0.1393388865158938,0.0269224635047663
0,1,0,0,0,4,12,10,2,6,4,5,4,0,1,0.1908617769566015,0.5743451681619406,0.064884653731869,0.1568717451715852,0.0130366559780037
0,0,0,0,0,9,7,12,2,9,1,4,3,5,2,0.0451457272744707,0.0929721949544902,0.3095442296410245,0.3927865264055477,0.1595513217244668
1,0,0,0,0,8,5,8,8,6,3,3,4,3,3,0.2566739836520932,0.5367528727102215,0.0514411593149015,0.1418278641638015,0.0133041201589819
0,0,0,0,0,5,7,8,12,5,1,4,2,5,2,0.0712330566067685,0.0974548344405609,0.2459584535157206,0.3703938145632185,0.2149598408737313
0,0,0,0,0,5,5,3,12,11,1,4,3,5,2,0.0726521353907274,0.0900026106386752,0.2746493881571109,0.4136574745503607,0.1490383912631256
0,0,0,1,0,8,8,7,9,2,1,4,3,1,2,0.2006283702288553,0.5904105948363053,0.0613267804865753,0.1157076602355237,0.0319265942127402
0,1,1,0,0,8,7,13,3,12,4,5,3,0,1,0.2349383176835587,0.537563989864345,0.047584987306335,0.1673383920999004,0.0125743130458608
0,0,1,0,0,7,3,13,5,7,1,4,4,1,2,0.2446338017066034,0.5468818592511026,0.0542171330488152,0.1166672671083112,0.0375999388851675
0,0,0,1,0,7,12,3,6,10,0,5,4,0,1,0.1725291048476179,0.6353347528474602,0.0487251249056177,0.1055402091393932,0.0378708082599107
0,0,0,0,0,12,11,2,8,5,4,5,2,5,1,0.0409764448569123,0.1328451824187907,0.351621418422988,0.3326702920727061,0.1418866622286028
0,0,0,0,0,12,2,7,11,7,1,4,3,5,2,0.0476176920499236,0.0997144113326154,0.3234952941172008,0.3801212141367932,0.1490513883634669
0,0,1,1,0,2,2,3,10,4,1,4,4,1,2,0.179808990454511,0.639632136830198,0.0437016137623409,0.1104461300731525,0.0264111288797975
0,0,0,1,0,5,11,12,2,7,0,5,3,0,1,0.2181973014099226,0.5577048468418475,0.0484183149553262,0.1533927019294307,0.0222868348634728
1,1,0,0,0,5,3,5,7,8,1,4,4,1,2,0.2630133749362669,0.5307671928466234,0.0632373512051255,0.1204135811959538,0.0225684998160303
0,0,0,0,0,13,3,9,2,6,4,5,3,5,1,0.0615331072361225,0.1384598521680052,0.2963344170679475,0.3207100595878555,0.1829625639400691
0,0,0,1,1,5,6,11,2,8,0,5,3,0,1,0.2110665518409507,0.5998676701024517,0.065989683377573,0.1084294609305708,0.0146466337484537
0,1,1,1,0,9,2,8,2,3,1,4,3,1,2,0.2210283646050486,0.5999689348990519,0.0540469458325763,0.0899171670215771,0.0350385876417459
1,1,0,0,0,7,8,7,10,10,3,3,3,2,2,0.1883985236883733,0.5758628001824054,0.068706498801222,0.1274000107613369,0.0396321665666622
0,0,0,0,0,5,12,9,11,11,1,4,3,5,2,0.0561766861660672,0.0799557204181801,0.3000222602573067,0.4192926588832885,0.1445526742751574
0,0,0,0,0,6,2,5,4,13,0,5,2,5,1,0.0624616897198687,0.1390350766573722,0.2984439216394932,0.3906599270042092,0.1093993849790564
1,0,0,0,0,9,9,13,3,5,1,4,3,1,2,0.1928017650962532,0.5996209517533491,0.0762786561989178,0.1130666431917749,0.0182319837597049
0,0,1,0,1,6,9,4,2,8,4,5,3,0,1,0.2228234189862798,0.5200806304284529,0.0678381823273728,0.1548736787871025,0.0343840894707918
0,0,0,0,1,10,10,13,10,13,6,2,4,6,3,0.0535262587991075,0.1299628756939872,0.2959135189776162,0.4164148901868221,0.1041824563424667
0,0,1,0,1,8,5,8,3,8,3,3,4,3,3,0.2367458782005082,0.566027731147287,0.0767045650382774,0.1045417774442508,0.0159800481696764
1,0,0,0,1,12,9,8,5,10,4,5,3,0,1,0.1771213348250848,0.6036305835831082,0.0508859737502763,0.1414486687925854,0.0269134390489451
0,0,0,1,0,4,8,2,3,13,0,5,4,0,1,0.2392374150405645,0.5557473287757428,0.059991870048181,0.1270717879554118,0.0179515981800996
0,0,0,0,0,12,3,5,5,8,1,4,3,5,2,0.0359097932249913,0.1072459743814003,0.3402981927068035,0.3660200445809076,0.1505259951058971
0,1,0,0,0,7,10,6,6,11,1,4,3,1,2,0.2067089829688733,0.5756946200062707,0.055520075721002,0.1260890151978561,0.0359873061059977
0,0,0,0,0,4,3,6,6,10,1,4,2,5,2,0.0668149269024216,0.0842224615847535,0.3290554562966155,0.424918040006649,0.0949891152095603
0,0,1,0,0,4,10,5,9,4,1,4,3,1,2,0.1806429434166014,0.5585290758179466,0.0869256340567507,0.1321355288243417,0.0417668178843594
0,1,0,1,1,13,13,13,10,8,3,3,2,3,3,0.2045639805470257,0.6145482378724986,0.0570964783313743,0.1053645774184609,0.0184267258306403
0,0,0,1,1,7,10,5,12,3,4,5,3,0,1,0.2327501150467469,0.5455276980004501,0.061811691717244,0.1374175330071236,0.0224929622284352
0,0,0,0,0,10,3,11,12,8,0,5,2,5,1,0.0546735984113525,0.1058646480222679,0.36108050956514,0.329078621352914,0.1493026226483254
0,0,0,0,1,11,11,8,2,2,3,3,4,2,2,0.2377684351764173,0.543094232115334,0.0522060673247234,0.1415186174838392,0.0254126478996859
0,0,0,0,0,8,3,8,13,13,3,3,2,5,2,0.0362089470737998,0.088225021788203,0.3504814876340636,0.3566780030320719,0.1684065404718615
0,0,0,1,0,2,2,13,7,2,2,3,3,3,3,0.1778390775240456,0.6550612597140816,0.0441233393404321,0.0977610257007019,0.0252152977207386
0,0,0,0,0,4,5,11,11,13,1,4,2,5,2,0.0544953669960096,0.1145499438623391,0.297216690270713,0.3343398427652024,0.1993981561057356
0,0,0,1,1,8,4,10,7,8,1,4,3,1,2,0.223340622674965,0.5562498978672743,0.0513586419963906,0.1331910098086694,0.0358598276527005
0,0,0,0,1,9,4,8,9,4,2,3,4,2,2,0.2081764985961458,0.5583785134405646,0.0586760840696437,0.1536681840083317,0.0211007198853142
1,0,0,0,0,9,6,13,9,10,1,4,3,1,2,0.1746809645875538,0.5953469013478568,0.0615171447306517,0.1334654800253644,0.0349895093085731
0,0,1,0,0,11,11,6,11,8,3,3,4,3,3,0.2194337828240711,0.5568914993806862,0.0511441480719867,0.1414919742143582,0.0310385955088976
0,0,0,1,1,12,2,10,10,10,2,3,3,3,3,0.2056152535006614,0.5814920674144528,0.0606282727081536,0.1156064453044942,0.0366579610722376
0,1,0,0,0,3,11,13,9,8,4,5,3,0,1,0.2318604774405714,0.5512211566204571,0.0749346542284726,0.1248181287152688,0.0171655829952299
0,0,0,1,1,8,5,7,8,2,1,4,3,1,2,0.1849530170395091,0.5592831296320471,0.0669887308774799,0.1680218459031919,0.0207532765477719
0,0,0,0,1,2,4,2,9,2,2,3,3,3,3,0.243925477036774,0.51317070079485,0.0636322982849131,0.1627947186490206,0.0164768052344421
0,1,0,0,0,4,3,6,7,7,1,4,3,1,2,0.2486644719746527,0.5076024932031995,0.0750241622682921,0.1443077455737486,0.0244011269801069
0,0,0,0,0,7,7,7,7,9,7,2,2,7,4,0.0464925604013518,0.0942052695436213,0.3302327447520352,0.3349644094554019,0.1941050158475896
0,0,1,0,1,3,2,7,7,9,1,4,4,1,2,0.1994406342083507,0.5763862122370783,0.0443260108013933,0.1596816824153805,0.020165460337797
0,0,0,0,1,11,2,6,6,13,1,4,3,1,2,0.2293717261306379,0.5363556896291863,0.0770988848080179,0.1305105651292566,0.0266631343029011
0,1,1,1,0,11,12,11,5,2,1,4,3,1,2,0.2012707033775831,0.5955068992932955,0.0481391099218073,0.1362114401470436,0.0188718472602704
0,0,0,0,0,4,11,2,2,2,2,3,3,5,3,0.0556690787519216,0.1237062508247949,0.2997455440785919,0.4308597767955817,0.0900193495491098
0,0,0,0,0,6,2,10,2,2,2,3,3,5,3,0.0460985306643971,0.0914965511941177,0.2842516415546513,0.4613693275498924,0.1167839490369411
0,0,0,0,0,9,6,9,12,5,1,4,3,5,2,0.0623159373948708,0.10939693250272,0.3041032931852573,0.3186430758635253,0.2055407610536264
0,0,0,0,1,10,4,8,3,8,1,4,3,1,2,0.2314322891945428,0.5699558788931972,0.0759415384061765,0.111978497979639,0.0106917955264443
0,0,0,0,1,5,4,5,10,13,1,4,4,1,2,0.2446235591784573,0.5805956048598109,0.0636971990199462,0.101156887480552,0.0099267494612334
0,0,0,0,0,7,13,8,8,5,1,4,3,5,2,0.0444855284415721,0.1256875700340621,0.2902021924269812,0.396053251811873,0.1435714572855115
0,0,0,0,0,10,13,13,2,11,1,4,2,5,2,0.0476575847811493,0.1082703748309228,0.2807486660862209,0.4513260976000143,0.1119972767016924
0,0,1,0,0,3,5,9,8,8,1,4,3,1,2,0.2001865330032641,0.5620972215147004,0.0759587480553673,0.1269004745124191,0.0348570229142489
0,0,0,0,1,6,9,8,4,12,0,5,3,0,1,0.2089361209647155,0.6111821533903107,0.0490548926873389,0.0891927937954433,0.0416340391621914
1,0,1,0,1,10,5,11,11,13,1,4,3,1,2,0.2176944490881916,0.5941267011107512,0.053673934415244,0.1102077882511819,0.0242971271346311
1,0,0,1,0,3,4,5,8,2,4,5,3,0,1,0.2223704026879168,0.5986013369215026,0.046217932971349,0.0925316226764071,0.0402787047428244
1,0,1,1,0,4,8,10,6,12,4,5,3,0,1,0.1847630092862671,0.569812891860126,0.0721520753116149,0.146454823860627,0.0268171996813649
0,0,0,0,0,5,13,11,6,6,1,4,3,5,2,0.0410579513598401,0.1198216836276552,0.3026367654623942,0.349082486223902,0.1874011133262084
0,0,1,0,0,3,3,4,10,2,1,4,3,1,2,0.2000044826493341,0.6038328900656335,0.0775934624066986,0.0936105034882255,0.0249586613901084
0,0,0,0,1,13,8,13,4,7,1,4,4,1,2,0.173510755539918,0.6006574641314907,0.0787608061830188,0.1324448453239348,0.0146261288216376
0,0,0,0,0,2,2,3,2,12,3,3,3,5,3,0.0431863896413751,0.1116262971184187,0.3280329103024402,0.3744139582318279,0.142740444705938
0,0,0,1,1,5,6,6,6,2,3,3,4,3,3,0.226076255810195,0.5684148597368639,0.0432269104664404,0.1464851730516334,0.0157968009348671
1,1,0,0,0,13,6,2,4,5,0,5,3,0,1,0.1905873278932848,0.6221162069690287,0.0411369404494923,0.1123047922000913,0.0338547324881028
0,1,0,0,0,11,10,12,9,2,0,5,2,0,1,0.1989463203619764,0.6017359573520272,0.0847466494099649,0.0901701820691503,0.0244008908068809
1,1,1,1,0,11,12,5,13,5,1,4,2,1,2,0.2076162077893812,0.5802357615895302,0.0464230112741583,0.143878434827149,0.0218465845197811
1,0,0,0,0,10,5,11,4,10,1,4,4,1,2,0.221707879536513,0.6023175743162837,0.0582518085476541,0.0961746515726146,0.0215480860269345
0,0,0,1,0,4,5,2,4,7,1,4,4,1,2,0.1882119981904944,0.6216191385476337,0.0557116092428539,0.1096471299083415,0.0248101241106762
1,1,0,0,0,8,9,13,8,11,1,4,3,1,2,0.219310608228467,0.5902626960938125,0.0643754974726178,0.108353464528785,0.0176977336763175
0,0,0,1,0,12,3,11,11,6,1,4,4,1,2,0.2069365240161976,0.6249511156926045,0.0553839779296549,0.0846922790434562,0.0280361033180865
0,0,0,0,0,5,7,13,6,7,1,4,3,5,2,0.0461719771166025,0.1374404193829852,0.3414627267869327,0.3725776287326592,0.1023472479808202
0,0,0,0,1,11,9,12,13,10,0,5,4,4,1,0.2143635503540169,0.5695494853324957,0.0588455636185563,0.146993938659887,0.0102474620350438
0,0,1,0,0,10,12,10,10,2,2,3,2,3,3,0.1728677369316965,0.6102656063917842,0.0552244577577373,0.1337821035127538,0.0278600954060281
1,0,0,0,0,9,4,9,4,8,3,3,4,2,2,0.2392235021451506,0.5306701789583563,0.0634301477250906,0.1356708341767541,0.0310053369946483
0,0,0,1,0,3,9,5,11,6,4,5,4,0,1,0.1821810675951867,0.6053081083621769,0.0765810647003658,0.1088376371978709,0.0270921221443997
0,0,0,0,1,10,4,5,4,7,1,4,4,1,2,0.2614849753154587,0.5406533746122938,0.0785239565761273,0.0995461411615781,0.0197915523345419
1,0,1,0,1,9,6,4,8,4,1,4,2,1,2,0.211786743475186,0.5593794872503006,0.0447953427558051,0.1488206989764688,0.0352177275422393
1,0,1,0,0,5,9,2,3,12,0,5,2,0,1,0.1723201633627498,0.6433820923581347,0.0674298980356107,0.096654283037313,0.0202135632061916
0,1,0,0,0,8,2,12,5,8,1,4,3,1,2,0.216125417935472,0.6043746062610723,0.0497467540228746,0.1096063618272913,0.0201468599532896
1,0,0,0,0,12,11,13,7,8,4,5,4,0,1,0.2139903131237384,0.5489848657838855,0.0561745453855724,0.1542132398590896,0.0266370358477139
1,0,1,1,1,13,10,3,6,4,0,5,2,0,1,0.1748650477713403,0.6225663119334119,0.0533701152858487,0.1334996865775375,0.0156988384318614
1,1,1,0,0,6,4,5,12,2,4,5,2,0,1,0.1989710993675868,0.6196615021373982,0.0687124340787744,0.0863299920995073,0.026324972316733
1,0,0,1,0,13,8,12,10,10,1,4,4,1,2,0.2270245766869419,0.5713924256485173,0.0578985143209688,0.1286760889238782,0.0150083944196936
1,0,0,0,0,11,9,12,9,6,1,4,4,1,2,0.2091931688409786,0.5404263513480987,0.0718053342356675,0.1476835230247771,0.030891622550478
1,0,0,0,0,9,8,4,5,12,4,5,3,0,1,0.1985749940114103,0.6000961006959441,0.0646576910748508,0.1078598708323144,0.0288113433854803
0,1,0,1,0,9,5,10,12,8,0,5,3,0,1,0.225404589318178,0.6191062245907778,0.0490223215421546,0.0907952972348848,0.0156715673140047
0,0,0,0,0,12,9,8,10,13,4,5,2,5,1,0.0511283257241804,0.096655465252679,0.3019647204088949,0.3943963667654794,0.1558551218487661
1,0,0,1,0,12,6,12,10,4,1,4,3,1,2,0.1686832939863148,0.6589422063328169,0.0592342012584512,0.1040897346934766,0.0090505637289404
0,0,1,1,0,10,11,13,13,3,1,4,3,1,2,0.170467574717507,0.6439697112621688,0.0506486674943518,0.10544491008608,0.0294691364398923
0,1,0,0,0,13,6,12,8,9,0,5,3,0,1,0.2387053281460164,0.5802835160520787,0.040300514723869,0.131424630534113,0.0092860105439227
0,1,1,1,0,6,3,6,11,6,2,3,3,3,3,0.2264501003525585,0.6046771345144739,0.0578239240568906,0.1015537516120051,0.0094950894640717
0,0,1,0,1,12,6,3,3,6,2,3,4,2,2,0.2035659361880315,0.529128101296007,0.0647288666253789,0.1726534704566085,0.0299236254339738
0,0,0,0,0,10,8,6,2,13,4,5,3,5,1,0.0620572495767738,0.0923404153575028,0.3118147656981326,0.372645031885833,0.1611425374817576
0,0,0,0,1,2,13,3,11,7,4,5,3,0,1,0.2209438427112367,0.5855507450491928,0.0480158431728526,0.1165189635522093,0.0289706055145085
0,0,0,0,0,13,12,12,7,2,1,4,3,5,2,0.0425694265459008,0.1214602442088638,0.2793802549884234,0.3655421664010531,0.1910479078557588
1,0,1,0,0,8,12,8,5,13,1,4,3,1,2,0.2483470852260154,0.5499426115651893,0.0544924172197847,0.1247888129442349,0.0224290730447755
0,0,0,0,0,11,8,9,4,11,1,4,2,5,2,0.0407918583083346,0.1124810065819178,0.2984638130243455,0.3770178958443943,0.1712454262410077
0,0,0,1,0,8,5,7,10,13,0,5,4,0,1,0.2001944701335815,0.6130322812795457,0.0638038021023658,0.0838942505187564,0.0390751959657506
1,0,0,0,0,2,7,2,4,2,2,3,4,3,3,0.1865471166577196,0.5888711963393094,0.0555271755745143,0.1494306003463806,0.0196239110820758
1,0,0,0,0,7,4,2,10,13,0,5,3,0,1,0.2325615800869614,0.5254817825736379,0.0718343679588023,0.1414611563145386,0.0286611130660596
0,0,1,1,0,7,2,3,2,4,1,4,3,1,2,0.2209861534785877,0.6002541931477813,0.0451704714518848,0.1135055798663922,0.0200836020553539
1,0,1,1,0,9,12,8,9,13,1,4,3,1,2,0.169840979351309,0.633088883241794,0.0725882943768043,0.1140466110056479,0.0104352320244447
0,0,0,0,0,9,3,9,7,7,2,3,2,5,2,0.0748702820863335,0.1240254914300718,0.2698937768183837,0.3613879786292195,0.1698224710359913
1,0,1,1,0,12,6,5,5,3,1,4,3,1,2,0.1990858522796257,0.5394219734293849,0.0782924722723323,0.1558771688118353,0.0273225332068215
0,0,1,0,0,2,13,2,7,2,3,3,3,3,3,0.2315291861500532,0.573788062274485,0.0469376924058602,0.1173725344470572,0.0303725247225443
0,1,0,0,0,7,5,13,4,8,4,5,4,0,1,0.200691562749136,0.5798728626260456,0.0670328847626205,0.1382613868575111,0.0141413030046867
0,0,0,0,0,12,11,7,9,10,0,5,3,5,1,0.0481452523420536,0.1499734664282332,0.3322897021301397,0.3689383224210236,0.1006532566785498
0,1,0,1,0,3,4,12,5,12,1,4,4,1,2,0.2249539490560887,0.5244238096643511,0.0676179069999585,0.1477803224698496,0.035224011809752
1,0,0,0,0,7,3,9,2,11,4,5,3,0,1,0.2280612453941478,0.5518428632849296,0.073855134334499,0.1292321204082372,0.0170086365781861
1,0,0,1,0,4,4,12,8,9,1,4,3,1,2,0.2059303659014877,0.616739784287935,0.0668985453075556,0.0917204656192035,0.0187108388838181
1,1,0,0,0,4,8,11,12,10,0,5,3,0,1,0.2018656234294668,0.6052276845261947,0.0735859609345573,0.0891757738708167,0.0301449572389643
0,0,1,0,1,11,4,8,8,10,1,4,4,1,2,0.1845440718596107,0.5646661771729039,0.0758251122392083,0.1596829555998838,0.0152816831283931
0,0,0,1,0,2,8,5,11,8,1,4,2,1,2,0.232276652263869,0.5589318815515611,0.058355114533571,0.1133401306854312,0.0370962209655674
0,1,0,0,0,4,12,4,2,5,1,4,3,1,2,0.1880173526196206,0.6044286948178745,0.0522016450273844,0.1404284211592739,0.0149238863758464
0,0,1,0,0,4,5,10,6,8,4,5,3,0,1,0.2019601387773035,0.5538832428568184,0.0665667895461408,0.1586677962315574,0.0189220325881797
0,0,0,0,1,5,5,11,7,3,1,4,4,1,2,0.200338227833774,0.5653051920739212,0.0514756924651593,0.1721508889624554,0.01072999866469
0,1,0,1,0,2,13,12,7,3,4,5,3,0,1,0.2087044198354265,0.6011881664805147,0.0504936888590675,0.1167641946857143,0.0228495301392767
1,1,0,1,0,3,3,5,9,7,1,4,2,1,2,0.2274176741717713,0.5789466094462822,0.0663608919923452,0.1011092503206049,0.0261655740689962
0,1,0,1,0,4,3,5,5,6,1,4,3,1,2,0.2458144476219779,0.569962985036715,0.0625395400018824,0.086779243182007,0.0349037841574176
0,0,1,0,0,13,8,11,5,6,4,5,3,0,1,0.1956725631790238,0.6134845794802116,0.074510553488799,0.0820255451632551,0.0343067586887103
0,1,0,0,0,6,13,11,4,13,1,4,3,1,2,0.2047603287687922,0.5538292875399748,0.0703513580433072,0.1478930315116761,0.0231659941362496
0,1,0,1,0,6,12,7,7,8,1,4,3,1,2,0.1974442492808916,0.6258047876961778,0.0539142063655466,0.1109371099639676,0.0118996466934164
1,0,0,0,1,2,2,4,8,10,1,4,3,1,2,0.2407208724014,0.5703902191543596,0.0541398875236456,0.09518544795154,0.0395635729690546
0,1,0,0,0,2,12,9,7,3,0,5,3,0,1,0.2190375460479034,0.5362063835219816,0.084457122931717,0.1444358708257519,0.0158630766726459
0,0,1,1,0,8,9,6,5,3,4,5,2,0,1,0.2232743776803351,0.5557036233038983,0.0571015351085891,0.1511518962753589,0.0127685676318183
1,1,1,0,0,13,5,2,10,2,1,4,3,1,2,0.1727511930131876,0.5716862806861442,0.070433497440247,0.1458263175325315,0.0393027113278895
0,0,1,0,1,12,6,5,12,11,1,4,4,1,2,0.218052896879219,0.5275402801483258,0.0773451479784301,0.1575467737123864,0.0195149012816387
0,1,0,0,1,7,10,9,2,2,1,4,4,1,2,0.1928366273113191,0.6087629454859369,0.0672911149518677,0.1123248946941838,0.0187844175566923
1,1,0,1,1,5,9,10,6,7,4,5,2,0,1,0.235919662434321,0.512477229148248,0.0692910576317138,0.1602719188886964,0.0220401318970206
1,0,0,0,0,6,11,5,4,4,1,4,4,1,2,0.1812992550048988,0.5928542709123947,0.0690312224344535,0.1471507097372823,0.0096645419109704
0,0,0,1,0,4,7,10,8,4,1,4,4,1,2,0.236888577465249,0.5485636008139264,0.0480997263106147,0.1370512995356143,0.0293967958745955
1,0,0,1,0,10,3,2,9,11,0,5,3,0,1,0.2337821399883337,0.5628532043351955,0.0606214598015062,0.1258669059860583,0.0168762898889061
0,1,1,0,0,11,12,7,9,13,4,5,3,0,1,0.1952930500337367,0.5925079968194424,0.0703159240351204,0.1223653498801222,0.0195176792315779
1,0,0,0,0,9,3,5,4,6,4,5,4,0,1,0.2115086238872469,0.6157336251022616,0.0563461552593454,0.0942169835274286,0.0221946122237174
0,1,0,0,0,5,4,2,13,6,0,5,3,0,1,0.2306318581840852,0.5606126706292325,0.045227522568022,0.1365319461552191,0.026996002463441
0,1,0,0,0,2,6,3,10,6,1,4,3,1,2,0.1842852212527274,0.6491098247793928,0.0459085440095859,0.1021884234421241,0.0185079865161696
0,0,1,0,0,4,10,9,2,5,0,5,3,0,1,0.2447687114981487,0.5562937369386658,0.0501244619638949,0.1281589796448334,0.020654109954457
